0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,user_id
0.12772387,-0.4888896,0.55208445,-0.7501831,0.07290379,0.36998957,0.30403858,0.10011198,0.3435429,0.85082334,-0.66644734,0.15871964,-0.59813845,-0.46952778,0.5060953,-0.24604622,-0.23129846,-0.6514964,0.13731354,0.3138497,-0.58619624,0.1065446,0.3452894,0.6115401,-0.083981626,0.25798544,-0.1821243,-0.07852573,-0.51651466,-0.3542216,-0.21616222,-0.11104037,140
-0.712394,-0.3656359,0.50869715,0.67641604,0.20205279,-0.7362318,0.33223844,1.0109205,-0.1214643,-0.1393824,-1.1896065,0.04055457,0.015478713,0.2975343,0.17504615,-0.4142217,0.106980525,-1.0673414,0.21406002,0.7122999,-0.29575396,-0.16766112,0.2638181,-0.96085674,0.077088214,0.8224472,-0.47833878,-0.83325434,0.04231111,-0.55615985,-0.69010013,-0.15597741,904
0.86682904,-0.32408476,0.33232275,-1.5294616,-0.48314303,1.6316043,0.39753225,0.07190192,-0.20265155,1.4567775,0.26956686,0.8500435,-0.043382883,-0.28172582,-0.096286796,-0.58582705,1.682459,-0.6922574,1.2365748,0.5956008,-0.8717961,0.55033475,0.082620114,0.35129088,-0.029167105,0.30487472,-0.7224764,0.640265,1.0847099,0.1675006,0.6908822,-0.25496757,489
-0.57037985,-0.17410193,0.41412377,0.57984453,0.72119135,-0.17651945,0.19663924,0.23617783,-0.06856993,-1.0105922,-0.46554863,0.08262113,-0.623582,-0.4325536,0.5132128,0.05571267,-1.2499869,-0.69402605,-0.32536405,0.121950194,1.3379475,0.07317756,0.31752437,0.425785,-0.048743937,0.283904,-0.080962256,-0.2045865,-0.47650504,-0.24193162,-0.6490809,-0.4417138,151
0.046134472,0.159273,0.51775193,0.235894,0.4154222,0.07972124,0.1857616,0.14284268,0.07150919,-0.68136114,-0.28747934,-0.06717263,-0.598176,-0.33240023,0.27085194,-0.15051499,-0.88829374,-0.2619248,-0.07599833,0.10690108,1.1418788,0.16502136,0.24504,0.6644224,0.0812008,0.25159782,-0.13425171,0.11363903,-0.46285307,0.1927425,-0.51766974,-0.5222814,10
-0.30174604,-0.055832624,0.3370157,0.66945624,0.7185448,0.022984896,0.4164792,0.29444304,-0.20560926,-1.1009889,-0.07470244,0.27967286,-0.62065834,-0.3891986,0.8312811,-0.29044762,-0.93794715,-0.4302333,-0.039745085,0.13072586,1.5172077,0.29010668,0.2730912,0.5620201,0.13249362,0.2213467,-0.18186536,0.04365717,-0.30068907,-0.047230218,-0.60096097,-0.59765494,474
-0.43690142,0.19949135,0.52067804,0.6972709,0.37348157,-0.11634813,0.71604717,0.3779837,-0.5191076,-0.6100162,-0.28962722,0.4341846,-0.023683913,-0.05504103,0.15758443,-0.3298708,0.60339224,-0.5289417,0.61503476,0.6579223,0.5935048,1.0018768,0.05183764,-0.54140145,0.55630314,0.3532536,-0.8525292,-0.15723269,0.4713717,-0.43071184,-0.62918746,-0.5933826,796
0.022168323,-0.36745623,0.38036698,-0.9438308,0.096835285,0.66374123,0.13310114,0.3152965,-0.32073256,1.1393973,-0.37519118,0.47738633,-0.3591275,-0.26769745,0.12344014,-0.36770993,0.56012326,-0.5957837,0.38960677,0.43463883,-0.7807138,0.29102528,0.28366834,0.21559131,0.33384365,0.32205892,-0.49422044,0.012331126,0.40133685,-0.10396437,-0.10718264,-0.39383048,841
-0.06241024,-0.3646103,0.5619062,0.27824786,0.6844453,-0.16994679,0.4549598,0.6622476,-0.25194898,-0.40661502,-0.4039458,0.41648147,-0.41153356,-0.15243955,0.47480986,-0.40709746,-0.338746,-0.76557326,0.3611669,0.39394328,0.5715932,0.5285555,0.22427903,0.20470665,0.2110431,0.59784836,-0.58911633,-0.058058962,-0.07011648,-0.14757,-0.6485592,-0.7760862,333
1.3115624,0.26066664,0.6377516,0.30621457,0.10405445,-0.31915617,0.428192,0.54731315,0.8824471,-0.75798804,-0.5204412,0.4557984,-0.12832105,-0.073712915,-0.08937764,-0.43540552,0.018404845,0.35665086,0.79804015,0.5332965,0.9551326,0.5678284,0.45558113,0.34963363,0.30469313,0.26545525,-0.23570794,1.0136721,-0.23716591,0.0131794065,-0.18842876,-0.562904,276
-0.25370607,0.21409635,0.5772948,0.78680927,0.43990928,-0.32883966,0.5731641,0.16923279,-0.18046318,-1.0501188,-0.23529784,0.47990838,-0.006427264,-0.13166042,0.2773192,-0.1587578,0.11009895,-0.20463522,0.622769,0.41751876,1.1947627,0.8391517,0.18505576,-0.16847986,0.33531672,0.20271498,-0.6136117,0.19928522,0.1529869,-0.2788605,-0.33934674,-0.43039712,632
0.17520763,0.13221757,0.34794006,0.56918204,0.5213093,-0.3067189,0.39324692,0.01641092,0.25322938,-0.8303209,-0.31249428,-0.001050897,-0.23313823,-0.38782462,0.043742307,0.0065147653,-0.41355324,0.07171928,0.18169388,0.42431942,0.92272896,0.5277981,0.14060381,0.30136174,0.5718639,0.109199375,-0.23768628,0.37831962,-0.42685896,-0.30619016,-0.43792936,-0.3382998,601
-0.8397008,-0.51598465,0.20872313,0.8941357,0.70698225,-0.55799687,0.62127507,0.39811885,-0.50962055,-0.6942952,-0.44378224,0.3453453,0.28581572,0.25840673,0.50784445,0.1539321,0.24968538,-0.758903,0.50137424,0.38106462,0.5925138,0.3091953,0.17255566,-0.85351884,0.14252692,0.23759504,-0.8316679,-0.22490707,0.26936293,-0.82278186,-0.386232,0.013496857,541
0.24030167,0.07059844,0.3508478,0.6816431,0.43744004,-0.2632435,0.6563823,0.18339008,0.20640208,-0.77307093,-0.23612526,0.4068657,-0.012288094,-0.18331423,0.23268795,-0.23745689,0.18025213,-0.036897518,0.61023206,0.49512026,0.85640013,0.90670514,0.29343325,0.123925455,0.6776609,0.12614587,-0.45658737,0.57925403,0.032271847,-0.42038524,-0.34500107,-0.51296794,44
0.0039056884,-0.38669613,-0.11077188,0.8649341,0.17851838,-0.95894843,0.24852142,0.20996898,0.8122028,0.2576057,-0.19150743,0.2753677,0.053942185,-0.062137127,0.66329455,-0.2570622,0.34368026,0.00093374774,0.3133889,0.28305945,-1.6774428,0.016063156,0.31395516,-0.40077668,0.68671656,0.24697465,-0.23004979,0.3977985,-0.60625297,-0.73664,-0.32876763,0.09091079,357
0.53947514,-0.2982976,0.61047757,-0.27383977,0.1912263,0.34658566,0.23631828,0.0151047595,0.20198081,-0.04013795,-0.24452612,0.2164778,-0.9446007,-0.6597009,0.46148688,-0.2519864,-0.95590436,-0.46037015,0.08122444,0.10748738,0.29023746,0.22052346,0.45114648,1.1933041,-0.06357135,0.28859776,-0.18748245,0.5228525,-0.5915367,-0.04261193,-0.43524972,-0.5116754,392
-0.038399547,-0.24177828,0.24065384,0.5655175,0.4611683,-0.21685317,0.23541649,0.45591667,0.20020086,-0.86180305,-0.51488656,0.15312013,-0.3882541,-0.22165129,0.6226257,-0.285769,-0.8171029,-0.34438887,-0.007262677,0.07069682,1.0927063,-0.11368052,0.27490976,0.29907346,0.018205257,0.21252199,-0.13657394,0.022638602,-0.36171415,-0.40058967,-0.19343157,-0.24854378,566
0.29346192,-0.13626659,0.32236406,0.12097218,0.10785198,-0.63410556,-0.041645482,0.31282312,1.0694708,0.7650098,-0.86549145,-0.23670056,-0.51007974,-0.40582913,0.19446504,-0.12867153,-1.0276333,-0.13575076,-0.33388302,-0.03715796,-1.6601279,-0.6731337,0.62467605,0.79034746,0.11151685,0.23548964,0.40802538,0.2763129,-0.9521734,-0.13022418,-0.1550187,0.39284578,486
-0.45144007,-0.4215185,0.30645424,0.39489585,0.8316179,-0.116536364,0.006793216,0.28074577,-0.16516368,-0.9540957,-0.54726744,-0.009843621,-0.8402085,-0.5358231,0.4888435,0.09337156,-1.6516843,-0.99685967,-0.46576706,-0.03963944,1.3756149,-0.25733313,0.28963366,0.6134835,-0.3272335,0.45432615,-0.04865523,-0.39525202,-0.66784495,-0.23764114,-0.5260133,-0.26764217,18
-0.5715833,-0.013460269,0.32746848,0.81478035,0.67726713,-0.13621782,0.43301347,0.14213273,-0.43446967,-1.1127598,-0.13578314,0.18718958,-0.1935645,-0.2909332,0.39185843,-0.016118862,-0.3160043,-0.40319273,0.20643286,0.321087,1.3256385,0.70100135,0.23578712,-0.01569294,0.30859056,0.28678924,-0.5705248,0.034799177,0.07031207,-0.40823728,-0.49986675,-0.43815136,815
0.39180362,-0.47337025,0.33157006,0.40533832,0.11092766,-0.8662176,0.22962679,0.52371603,0.9069303,0.21699464,-0.5895697,0.15508634,-0.2985782,-0.07323684,0.523279,-0.040592447,-0.6880293,-0.11656499,0.34612602,0.22752899,-0.90200466,-0.022343691,0.3514993,0.46027112,0.32929316,0.59928757,0.05493062,0.37971103,-0.7539638,-0.32125807,-0.06248952,-0.06386188,869
0.7064208,-0.19377555,0.14257455,0.5264435,-0.047798578,-0.91268456,0.23335978,0.3334248,0.7467712,-0.8118955,-0.6438147,0.5706459,0.22153951,0.013936354,-0.45739567,-0.038994968,0.22170863,0.13844638,0.70142055,0.35734227,0.6950643,0.41569746,0.19870143,-0.24704401,0.17208093,0.11480277,-0.26980615,0.7630931,-0.052521363,-0.44076425,0.10731503,-0.012983412,497
0.52155685,0.4462871,0.71967554,0.50979125,0.12351069,-0.554951,-0.0090280995,0.5582702,0.45193148,-0.44598407,-1.1625603,-0.43933824,0.20034102,-0.10309763,-0.64661664,-0.24652281,0.007985194,-0.10296025,0.11927824,0.66671634,-0.023298547,-0.32773477,-0.10936226,-0.097333536,0.58778363,0.34868032,-0.070139855,-0.72769994,-0.6463975,-0.062102724,-0.46505523,-0.21051002,270
-0.27578557,0.035299595,0.43428648,0.81780136,0.30748284,-0.18605419,0.7369815,0.31332874,-0.16867858,-0.90973985,-0.017360263,0.54968977,0.06458463,0.0025130305,0.3701705,-0.3982176,0.42512393,-0.30841592,0.70129114,0.4610072,1.0613208,1.0087494,-0.00011475757,-0.4248512,0.50155324,0.1465225,-0.7033827,0.3813294,0.40050426,-0.37593573,-0.4186325,-0.45869392,749
0.19994435,0.60542345,0.56197596,0.6256883,0.17655703,0.44345057,0.43643108,-0.043566078,-0.40153697,-1.2405275,0.003731057,-0.005642902,-0.15556279,-0.44230843,-0.14550908,-0.24086046,0.16726248,0.049730234,0.2218247,0.574385,1.729227,0.65968126,0.070740804,0.37249374,0.57373095,0.007681217,-0.36166233,-0.021392576,0.0141808335,0.15982527,-0.2968002,-0.33417162,7
-0.68704885,0.011316976,0.1755859,0.5634521,0.6009516,0.49206343,-0.009641651,-0.29608804,-0.5576123,-1.2546908,0.40642822,-0.09811713,-0.6796477,-0.5579971,0.5287653,0.24657159,-1.1630058,-0.32222354,-0.5615957,-0.17764984,1.7558787,0.27368027,0.16734233,0.6521104,0.025726862,-0.21189839,-0.07905953,-0.08822014,-0.25033367,0.07454793,-0.48069286,-0.51252306,932
0.43583494,-0.1783005,0.59215194,0.7271787,0.3196085,-0.6922344,0.66649425,0.71517974,0.32501692,-0.6505895,-0.5824987,0.14535764,-0.17357194,-0.13159688,0.40735555,-0.57326496,-0.4150118,-0.35381866,0.4242351,0.4366446,0.51384234,0.15114696,0.37332475,0.055986963,0.26897278,0.42288992,-0.4307189,0.27280036,-0.42889586,-0.44241494,-0.60109276,-0.24890114,24
-0.521353,-0.15824202,0.14977595,1.2133026,0.25770956,-0.7906034,0.3449347,0.22354633,-0.057085384,-1.106668,-0.04853496,0.57504004,0.19080557,0.16106458,0.29735485,-0.05525602,0.1252433,-0.17542258,0.5569665,0.07229386,0.8830292,0.72148275,-0.10093615,-0.7794832,0.27945542,0.16178633,-0.52092123,0.3135875,0.40353525,-0.4210229,-0.28639236,-0.135573,87
-0.33922645,-0.21950024,0.006595105,0.9577446,0.61296594,-0.55792737,0.48747474,0.11043276,-0.07279047,-0.8158381,-0.05637609,0.5565459,0.036603384,-0.09844099,0.442566,0.07734847,0.33678043,-0.327248,0.63714266,0.33615267,0.66876453,1.0040234,0.31715116,-0.31604367,0.59183264,0.25442985,-0.6931365,0.5833573,0.20860335,-0.6898887,-0.24000977,-0.26586905,882
0.37450576,0.36758825,0.31810084,0.6509695,0.35209054,-0.11891221,0.43760064,0.01601227,-0.058714367,-1.1135122,-0.09179087,0.29802647,-0.29151407,-0.37991506,0.14374734,-0.22012137,-0.38338023,0.08448019,0.22690572,0.2570491,1.2857834,0.56459576,0.21771272,0.39281055,0.26631707,0.0754169,-0.043435685,0.4346028,-0.07244831,0.018299535,-0.31601986,-0.5160665,96
0.40882945,-0.4852682,0.18913996,-0.043518417,0.038957037,0.04949449,-0.08220887,0.34548277,0.49616802,-0.4043631,-0.15324607,0.35068762,-0.34273714,-0.28948307,-0.034626544,-0.16003746,-0.70535517,-0.36981827,-0.03269067,0.20714827,0.7598528,-0.26528427,0.31970882,0.52064633,-0.300929,0.3911721,-0.09505509,0.08460586,-0.21308577,-0.17287418,0.0088567585,-0.3162353,883
-0.12535326,-0.18243578,0.62026924,0.21685806,0.25934473,-0.088820815,-0.002551347,0.1881845,0.061480004,-0.54283553,-0.5569354,-0.05132184,-0.37806943,-0.28403145,0.0872255,-0.28037685,-0.9269038,-0.50095063,-0.01917113,0.13808899,0.8319048,0.030079948,0.092436,0.36030343,0.12482501,0.27267957,-0.18153036,-0.27722532,-0.40614793,-0.07760929,-0.57052326,-0.27789652,503
0.97507215,-0.16690184,0.06673853,0.38308477,-0.16041228,-0.6888058,0.09659191,0.29611596,0.95603114,-0.6552413,-0.47652033,0.29701814,0.20426232,-0.10782567,-0.50888276,0.12836413,-0.017639043,0.22911085,0.6314372,0.12257074,0.5977295,0.15094964,0.22818409,0.08512095,-0.00030475482,0.073316745,-0.1194389,0.8557066,-0.14351553,-0.5841918,0.07010208,-0.034835413,363
-1.291507,0.106745,0.06062053,1.1113455,0.4959927,-0.9908751,0.50907063,0.30909798,-0.29112574,-0.84943193,-0.58889484,0.45830238,0.68827105,0.48346066,-0.12648012,0.47160438,0.9291782,-0.23630327,0.74104416,0.37722066,0.39291227,0.42897964,0.23576322,-1.72059,-0.006158095,0.2241868,-0.71307456,-0.05077249,0.58184147,-1.0241768,-0.2541827,0.17972556,642
0.3055862,-0.41771245,-0.10843735,0.35458836,0.11839528,-0.27829614,0.60392064,0.112602904,0.48392165,0.6541867,-0.04492905,0.45479,-0.06420661,-0.26495558,0.6655408,-0.4164803,0.5967181,-0.23399875,0.45537436,0.34400174,-1.5125444,0.25861394,0.2874472,-0.05757887,0.8290349,0.16682728,-0.30992886,0.6118005,-0.17364381,-0.5150855,-0.16966061,-0.03816831,164
-0.31181484,-0.24004786,0.44915813,0.32370767,0.67971253,0.014186811,0.5319134,0.49349186,-0.43286243,-0.50287247,-0.32237914,0.37867263,-0.32864743,-0.16311273,0.43156287,-0.26729345,-0.39935827,-0.74990356,0.35047016,0.3974881,0.8265282,0.55866694,0.26405272,0.08171946,0.2073625,0.40399092,-0.58612156,-0.05125039,0.069993444,-0.23694365,-0.70345205,-0.71664226,610
-0.1999116,0.02996343,0.012673553,0.9348123,0.4110644,-0.5040953,0.4031901,0.04658101,0.07082578,-0.9648623,-0.09355895,0.39812857,0.19764112,-0.1288485,-0.014607087,-0.11096066,0.3781623,0.0036493056,0.5918096,0.39475232,0.76550674,1.057892,0.055144332,-0.45335707,0.6434367,0.036385868,-0.57552326,0.46107522,0.25385597,-0.6184954,-0.36847696,-0.29684913,648
0.57962435,0.16818132,0.19857761,0.939468,0.031873897,-0.73989165,0.8231968,0.3664774,0.6341801,-0.2506179,0.07775897,0.7346346,0.33263463,0.17145626,0.3394496,-0.608685,1.0710627,0.36748368,1.0363305,0.5787846,-0.47030234,0.93571395,0.059256554,-0.4860964,1.0103735,0.057905387,-0.52352554,0.89133173,0.26765528,-0.48176643,-0.20463504,-0.15076913,332
0.5961416,-0.1416712,0.62250096,0.20798796,0.33563304,0.092377976,0.41300127,0.20222503,0.2789581,-0.55204725,-0.14386927,0.41398033,-0.47033224,-0.5158222,0.3389878,-0.49130017,-0.42209464,-0.1392695,0.4551854,0.36241132,0.8591421,0.5254005,0.396794,0.699571,0.16926125,0.34633362,-0.37250528,0.81113046,-0.13651201,0.019903768,-0.19553056,-0.684296,781
-0.32301715,-0.315902,0.3265494,0.2693058,0.63068855,0.3399993,0.164776,-0.0020465553,-0.18594323,-0.8676207,-0.059689507,0.059950806,-0.7082806,-0.5861746,0.55243486,-0.04383162,-1.1028984,-0.4992759,-0.21171363,-0.018989816,1.3492211,0.049103692,0.26196072,0.6649028,-0.005735673,0.0680099,-0.1631848,-0.0052003395,-0.4034556,-0.02588778,-0.48716438,-0.3939126,840
0.3009603,-0.24981593,0.17936952,0.75128466,0.24455704,-0.8173521,0.5007781,0.2836532,0.6716819,0.17261843,-0.12280654,0.3185001,-0.17309341,-0.042526856,0.5903037,-0.3858701,0.06932694,0.037737302,0.35905686,0.38890085,-1.1031237,0.173444,0.23005372,-0.13300633,0.6548263,0.20353687,-0.37255067,0.5439405,-0.44367865,-0.49867085,-0.50289255,-0.17576024,265
-0.4515213,-0.25640005,0.2548391,0.7394486,0.7277349,-0.42227027,0.39450407,0.24667542,-0.20155668,-0.72350395,-0.35884947,0.44889668,-0.36326852,-0.31391293,0.28182077,-0.22440025,-0.37806556,-0.82197684,0.21776012,0.37922153,0.6873331,0.67665625,0.2261953,0.014329285,0.31554252,0.39196566,-0.5876543,-0.13403772,0.028038315,-0.3145106,-0.7061615,-0.65356946,623
0.38300624,-0.123063676,0.37666255,0.39563897,0.49935418,-0.40162134,0.09155685,0.38701594,0.5324902,-0.625084,-0.2728028,-0.00913766,-0.5546212,-0.33820194,0.40485826,-0.25406036,-1.1986758,-0.1663091,-0.055242818,-0.010019757,0.6293517,-0.12560374,0.21286124,0.6911406,0.017217986,0.28415024,0.02382103,0.18341984,-0.7009337,-0.10137427,-0.577772,-0.30215913,458
0.09893263,-0.37435746,0.4564057,0.041116387,0.011493843,0.23413306,0.34469697,0.04341265,-0.19617233,-0.27319655,0.1587679,1.0281303,-0.1051314,-0.27522975,0.23472533,-0.55884176,0.32256716,-0.34323698,0.92061925,0.4266917,0.7536041,1.3699747,0.0030253977,0.15907332,0.24116683,0.30265868,-0.8028927,0.5505998,0.62651473,-0.1666032,0.05625264,-0.65731275,197
1.0938607,-0.023354964,0.22773449,0.5970352,0.06927607,-0.72208273,0.13358158,0.31734177,0.7782287,-0.67036027,-0.16501567,0.1555871,-0.5102436,-0.24420863,0.40105712,-0.18359774,-0.9420717,0.2879403,0.06850615,0.01570278,0.33604726,-0.0992666,0.40389177,0.7943274,0.27133137,0.16548946,0.1622073,0.66727275,-0.8768099,-0.015392851,-0.38122243,-0.25733495,160
-0.35520983,-0.41159257,0.40372533,0.5730531,0.22561243,-0.041466728,0.5607483,0.43731943,-0.41292837,-0.762871,-0.19772696,0.49083763,-0.1475065,-0.22554582,0.4026318,-0.42794916,0.21219327,-0.8976733,0.6093035,0.56777525,0.9207999,0.49626076,0.10839455,-0.27376187,0.2754395,0.5877885,-0.9133921,0.032623574,0.12567396,-0.2745106,-0.17127617,-0.2437466,230
0.64921856,-0.34780478,0.2186629,-1.1629112,-0.4904716,0.9964489,0.3173113,0.26259568,0.14832257,1.351407,-0.07872838,0.37705106,-0.053280562,-0.33954552,0.17699814,-0.44820225,1.263677,-0.43273342,0.73319244,0.6164376,-1.2090164,0.05906354,0.21872166,0.20567518,0.17487454,0.3046593,-0.42021066,0.682137,0.0500563,-0.32300657,0.23961794,0.004825454,451
-0.5575903,-0.4006111,-0.091569975,1.0614611,0.7521946,-1.0030603,0.16365433,0.39411715,0.27150676,0.15948217,-0.30946842,-0.00043411925,-0.22652718,-0.056578066,0.6924693,-0.27896133,-0.25335333,-0.3936194,-0.2790419,0.26440307,-1.4178754,-0.26642877,0.20171532,-0.26925078,0.53893006,0.15278772,-0.30378288,-0.25835788,-0.5281102,-0.85218364,-0.6869341,0.11183106,891
1.233634,-0.15826593,0.5064231,0.1248951,0.1516479,-0.4577609,0.11456541,0.44002646,0.97889817,-0.23032305,-0.28228852,0.14538665,-0.518279,-0.1928237,0.2986689,-0.15644474,-1.0494184,0.091039196,0.29368222,0.0027833208,0.022155322,-0.06844911,0.33181354,0.9969484,0.096571594,0.3179568,0.04091694,0.86206156,-0.708212,-0.019320175,-0.32118785,-0.3660352,592
0.8279592,-0.21602702,0.5978207,-0.3009975,0.22827676,-0.25337884,-0.24888587,0.6560154,0.5377165,0.29859504,-0.8940569,0.6114524,-0.34946033,-0.22640014,0.30095732,-0.090082526,-0.73468137,-0.24816605,0.07908255,0.22765748,-0.2513127,0.027377985,0.4637872,0.52576107,-0.15947248,0.47035056,0.1595221,0.48197806,-0.2998571,0.38573205,-0.22363348,-0.73853356,819
0.6478164,-0.17124619,0.2240636,0.22011375,0.13055143,-0.27241868,0.22148061,0.22566453,0.6649305,-0.53672016,-0.44812778,0.38540956,-0.47682738,-0.4165248,0.16231358,-0.020720057,-0.7344644,-0.1145557,0.121127516,0.14690322,0.7014729,0.1222749,0.58037937,0.6439182,0.046771865,0.26531735,0.1018381,0.5321617,-0.41632798,-0.35319155,-0.07226919,-0.24388513,58
0.9471139,0.0668791,0.5146233,0.48695308,0.19930892,-0.56648046,0.4049621,0.5600917,0.9378485,-0.226301,-0.30667788,0.39216256,-0.026097305,-0.12190414,0.12031794,-0.39562833,-0.06559247,0.20600125,0.58276176,0.33616614,-0.26384646,0.4033966,0.4726547,0.23385097,0.419425,0.28283843,-0.1483325,0.9158122,-0.3790607,-0.28728077,-0.27742755,-0.40217307,287
0.09734293,-0.0068364153,0.56424093,0.3085781,0.58548313,0.037406925,0.34862164,0.28561777,0.11117613,-0.87848586,-0.31268868,0.27198747,-0.5303922,-0.3707723,0.34377638,-0.16341195,-1.0200117,-0.36092657,0.020071695,0.12900542,1.3099163,0.16147113,0.19111025,0.6407529,0.09311284,0.12675501,-0.09165728,0.114166066,-0.35712507,-0.10339858,-0.57261944,-0.5160329,664
-0.7640667,-0.12596264,0.56226677,0.4509366,0.49436116,0.054040886,0.4653768,0.49363077,-0.402741,-0.6918228,-0.37169856,0.37664455,-0.3362478,-0.04380352,0.584773,-0.42483044,-0.12068571,-0.6823205,0.29356155,0.45603296,1.0690944,0.34728956,0.2611845,-0.25011718,0.10844199,0.47182012,-0.5508178,-0.1916062,0.16625857,-0.41030127,-0.5785159,-0.48712388,450
-0.20046994,-0.43478844,0.25889665,0.40773165,0.42058778,0.13867816,0.49558476,0.061139736,-0.43552953,-0.59742206,-0.07802721,0.47021827,-0.46676156,-0.43494725,0.8004341,-0.4278888,0.10332915,-0.7351168,0.34419978,0.45744097,0.8511803,0.92129815,0.38993135,0.2900467,0.3658847,0.48285112,-0.77343744,0.1959709,0.21880288,-0.3653713,-0.2934816,-0.44153807,488
-0.14336751,-0.24854879,0.24647595,0.40363464,0.3756644,-0.31254756,0.3207346,0.5142234,0.19367662,-0.73883235,-0.5531244,0.5898601,-0.05397755,-0.16452746,0.3339035,-0.15476818,-0.15308046,-0.40375745,0.48710856,0.41384408,0.9522264,0.5712959,0.34598175,-0.14480227,0.12085436,0.33883932,-0.42998382,0.2594517,0.17003971,-0.5498337,-0.24079403,-0.5256571,751
