0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,item_id
-0.6899867,-0.17267463,0.5114763,0.46241814,0.47577345,0.36598766,0.5033216,-0.116228186,-0.58294034,-0.7991389,0.11810706,0.38360655,-0.59639466,-0.59690017,0.6217313,0.10918082,-0.6404304,-0.6644445,0.11519894,0.069244646,1.1776286,0.56164396,0.3055722,0.61000377,0.22905624,0.24677055,-0.43139172,0.021641657,-0.09039149,-0.30513352,-0.45171607,-0.5358639,705
1.065926,-0.41933268,0.6827047,-0.5867451,0.33357525,0.4359372,0.81195736,0.63000536,0.41501802,1.0116007,-0.49490148,0.7203064,-0.5717604,-0.5601214,0.46076667,-0.76214117,0.5640281,-0.66540945,1.0424029,0.8957014,-0.82752174,0.82021344,0.4827783,0.5913,0.7028699,0.5113417,-0.8636958,0.9094768,-0.22501141,-0.40053558,-0.29549554,-0.61537886,333
-0.09632993,-0.2508068,0.512962,0.5474559,0.71614134,0.06504543,0.43410012,0.28666538,-0.19606474,-1.053013,-0.24460459,0.2970258,-0.7320109,-0.6244572,0.63718784,-0.28675205,-0.9056029,-0.6115824,0.059887,0.28017205,1.5090398,0.52400756,0.31521973,0.68845445,0.20496579,0.39408362,-0.4733197,0.2037785,-0.26567447,-0.16568713,-0.56270903,-0.7592106,483
0.070836306,-0.00062864274,0.4974003,0.6380775,0.2813309,-0.27713847,0.5046965,0.35341972,0.09791558,-0.9092055,-0.20658146,0.664732,-0.14125387,-0.20278555,0.41604614,-0.553763,0.00908573,-0.25020063,0.7322204,0.39515907,1.1048908,0.7199877,0.16401935,0.037690055,0.42786753,0.23194748,-0.55005985,0.32028347,0.18052493,-0.24081571,-0.30946028,-0.46194458,684
0.5212643,-0.477642,0.62050647,0.78241867,0.4486779,-0.38915095,0.62431765,0.3025125,0.31862134,-1.319025,-0.26880527,0.8011755,-0.2525854,-0.4520234,0.25114077,-0.38937125,-0.19251134,-0.38772035,1.007451,0.4769074,1.6868764,1.0754571,0.42964983,0.31320888,0.39090908,0.4353109,-0.7986553,0.9597384,0.038939625,-0.519892,-0.27459273,-0.6326977,172
-0.15644829,0.41907328,0.29150522,0.6086027,0.4765179,-0.20294753,0.37429714,0.20202935,-0.112421386,-0.802407,-0.2268946,0.179263,-0.0012256019,-0.08973294,0.14696218,0.104449436,0.025529854,-0.009440355,0.4093577,0.28850013,0.90115577,0.4359653,0.26366055,-0.17590739,0.26782233,0.16833192,-0.3432782,0.325102,0.080900595,-0.3486148,-0.23465209,-0.23875862,404
0.07191722,-0.306014,-0.14887044,0.76352304,0.2930141,-0.48514235,0.503108,0.017635569,0.2770999,-0.8704945,-0.080019295,0.6518899,0.13370168,-0.2121443,-0.016344048,-0.23235352,0.3797761,-0.1634416,0.7631621,0.5357281,0.9123622,1.0928819,0.13483402,-0.11397433,0.54433846,0.15412542,-0.57013774,0.4726171,0.46194896,-0.5980377,-0.069783196,-0.38512176,230
-0.24513295,-0.23554012,0.20621592,0.8123146,0.7266177,-0.71791834,0.5524674,0.29813343,-0.11232046,-0.94585025,-0.47607458,0.6629203,-0.09783794,-0.17797898,0.24550071,0.089563556,-0.022960715,-0.5573195,0.74842525,0.37167066,0.93815756,0.5472928,0.52421784,-0.34049243,0.22199224,0.3472317,-0.6715924,0.5262971,-0.12336901,-0.8550313,-0.36863965,-0.18945214,95
-0.54090554,-0.15011759,0.3916816,0.6715071,0.583014,-0.1646254,0.49905038,0.25493675,-0.22867756,-0.97181267,-0.22010861,0.39763927,-0.27809417,-0.18921685,0.4112725,0.062425837,-0.3313057,-0.526184,0.364746,0.2816875,1.2285329,0.5850569,0.2689332,-0.07301672,0.19840705,0.321841,-0.5134882,0.19182596,0.0128290355,-0.39323536,-0.4356701,-0.43213013,419
-0.019775104,-0.08648202,0.03278978,0.6451205,0.25473967,-0.60351706,0.29392928,0.14901301,0.5331242,-0.39959782,-0.2182592,0.12750816,0.23264286,0.14929873,0.15522105,0.07315903,0.3932439,0.12534443,0.41794,0.2733594,-0.31838968,0.23843697,0.27955028,-0.3738402,0.4793198,0.08800189,-0.19653854,0.62290764,-0.14157662,-0.47906572,-0.05190783,0.026665967,820
0.93553656,0.2977383,0.617396,0.48673397,0.27029252,-0.13410112,0.34424755,0.2998475,0.39700764,-1.0736483,-0.18457249,-0.0035596043,-0.5597153,-0.2895922,0.29692233,-0.42276716,-0.82978815,0.21215943,0.10142128,0.19025758,1.3905363,0.24987222,0.26394343,0.909585,0.2054311,0.14968577,0.07083981,0.60904634,-0.5776373,0.32951385,-0.4651462,-0.62542045,23
0.435606,-0.3728641,0.4206831,0.09948832,0.4171229,-0.44254035,-0.1480861,0.36720687,0.51925766,0.117348984,-0.42257112,-0.42038205,-0.6945659,-0.4396,0.2868208,-0.2239978,-1.3511391,-0.3682708,-0.33702862,-0.045972392,-0.39659384,-0.41359824,0.4651873,0.8854629,-0.010405466,0.35790953,0.047469027,0.018346395,-0.8627715,-0.097469196,-0.44512323,-0.29186755,221
0.57286036,-0.28689772,0.54183996,0.38391036,0.373307,-0.25546682,0.450994,0.60058236,0.36167273,-0.6560937,-0.5820393,0.14774847,-0.44029984,-0.3467124,0.2711568,-0.48496938,-0.6789582,-0.47442424,0.32451093,0.35422224,0.9071245,0.2694759,0.34501448,0.5534354,0.27980977,0.43296236,-0.43660554,0.28493014,-0.46332037,-0.2919824,-0.43538812,-0.34365934,223
-0.5788613,0.21555012,0.23157054,0.20221105,0.179196,0.44332382,0.15594776,-0.2220416,-0.6075967,-0.52104515,0.23910396,0.18844166,-0.24304256,-0.19306028,0.24025801,0.0019969046,-0.22249795,-0.19402862,-0.026087865,0.07432792,0.8453356,0.36315018,0.094747625,0.21110533,0.032628223,0.055106774,-0.30098584,-0.03457146,0.123470664,0.062268794,-0.1759637,-0.23623875,613
0.7834766,-0.62275124,0.77281624,0.98585474,0.6777313,-0.82971895,0.7889933,0.57012427,0.909325,-0.6419131,-0.5768542,0.48845473,-0.7627346,-0.77134323,0.76807654,-0.78798586,-1.1102285,-0.44089317,0.61298484,0.654883,0.030078784,0.6522115,0.48950452,0.99292326,0.9300785,0.66845906,-0.5183135,0.90601605,-0.87695336,-0.5161348,-0.9422728,-0.6610018,127
0.82831925,0.16214515,0.32788152,0.46589935,-0.13695243,-0.5242705,0.29850784,0.34704712,0.7324961,-0.6626866,-0.2233468,0.49050492,0.0552264,0.12811607,0.032909334,-0.3587692,0.06719901,0.3537748,0.69637656,0.33089992,0.79827964,0.45436537,0.20544639,0.071484,0.21640109,0.11621523,-0.13782707,0.73104227,0.08992286,0.010131128,-0.08798708,-0.35891816,33
0.7036251,-0.70592284,0.58577317,0.029715504,0.14333457,-0.38568804,0.011785544,0.24590833,0.7335215,-0.110151514,-0.6227717,0.23245946,-0.48652595,-0.48427612,0.3245131,-0.19209996,-0.9983679,-0.34978858,0.18416536,0.1621281,-0.22540209,-0.09692906,0.44405487,0.66665936,0.009957731,0.39628252,-0.15280566,0.61617637,-0.5328126,-0.33941245,-0.38143343,-0.08855165,1007
-0.30161315,0.41035888,0.21855807,0.53630555,0.29890373,0.08853787,0.3000564,-0.2015858,-0.4632698,-0.7774732,0.15431899,0.1936627,-0.015785526,-0.18836483,0.066334784,-0.06233087,0.095824786,0.0040554404,0.21699326,0.28267068,1.0061395,0.64016116,0.032472648,0.058762547,0.43541136,-0.029510435,-0.37581345,0.12837167,0.21116762,-0.1369551,-0.24455406,-0.37597242,141
0.4047054,-0.122898415,0.62037325,0.55246913,0.3821866,-0.13868856,0.6136316,0.5567883,-0.02924043,-0.89670366,-0.30917305,0.5211097,-0.32137108,-0.19471733,0.5579346,-0.65541214,-0.34250566,-0.43681908,0.67501307,0.4661758,1.2973028,0.5772151,0.15190893,0.2844994,0.22776052,0.49787676,-0.68471634,0.3198126,0.080309086,-0.24629888,-0.41191947,-0.5258143,651
0.22707021,-0.18335682,0.4886338,0.3929811,0.46540263,0.25248733,0.38654464,-0.040735595,-0.26008588,-0.8929055,0.11379499,0.38473928,-0.75042355,-0.6133161,0.4769218,-0.1847781,-0.8541702,-0.32235163,-0.08436232,0.14793994,1.3483573,0.5752303,0.31072298,0.9305687,0.0942776,0.091630705,-0.16425821,0.17971143,-0.26973107,0.13678212,-0.5435154,-0.646273,484
-0.18875274,-0.35603315,0.5493231,0.8021149,0.6086625,-0.5549353,0.5221387,0.86895066,0.072184235,-1.1295512,-0.7213172,0.43791854,-0.3503571,-0.18591705,0.39960262,-0.46084666,-0.5276535,-0.8107939,0.474679,0.5006296,1.3492651,0.4296723,0.29311925,-0.012652427,0.15585841,0.6530402,-0.5699454,0.04977253,-0.14945179,-0.4849854,-0.58015645,-0.5763958,216
-0.021780875,-0.3546818,0.24993065,0.65774506,0.14326265,-0.5631496,0.36422592,0.43554717,0.26379013,-0.80018765,-0.37994462,0.56284815,0.016602967,0.02931948,0.14862329,-0.35401773,0.15985627,-0.34031463,0.6548182,0.3324499,0.88556874,0.5978783,0.24988127,-0.4874857,0.18906666,0.3254465,-0.45352048,0.35786247,0.3559753,-0.47689208,-0.22290695,-0.26145795,239
-0.57438815,-0.9814118,0.47164506,0.74750096,0.92953545,-0.9139826,0.30473107,0.613323,0.43653458,-0.12533472,-0.9969057,0.25013065,-0.8256664,-0.6473588,0.79325175,-0.24404883,-1.3332067,-1.3425413,0.03199572,0.45838213,-0.6224194,0.10694278,0.60663044,0.33586812,0.4044538,0.97436064,-0.76830184,-0.20497358,-0.97847235,-1.0980927,-0.8869115,-0.3739763,275
0.3734008,-0.40325013,0.52457356,1.041006,0.6571408,-0.49391973,0.7249478,0.35495597,0.31596538,-1.489146,-0.2302781,0.8941159,-0.39103246,-0.53578806,0.61106336,-0.522765,-0.36097312,-0.39459714,0.8830229,0.45382744,1.7168087,1.0615953,0.38261,0.36508816,0.6337012,0.3582894,-0.6882709,0.93126255,-0.03643068,-0.5525935,-0.5444068,-0.7091181,174
0.34866405,-0.14533013,0.43575796,0.7748729,0.521369,-0.5553588,0.35036168,0.3599578,0.54813117,-1.2356417,-0.4760901,0.28724527,-0.4540335,-0.39871186,0.38891384,-0.15652514,-0.9820214,-0.16450973,0.10961944,0.14043815,1.3652403,0.18752457,0.39527595,0.47105438,0.14972435,0.2445429,-0.076738685,0.5143902,-0.67105484,-0.2956881,-0.52298176,-0.42025873,238
0.29387784,-0.23186775,0.022185711,0.11086354,0.21603341,-0.03542942,0.1395182,0.0742024,0.20146997,0.08621362,-0.15011129,0.011006035,-0.24341889,-0.14597341,0.34522882,-0.2515838,-0.35372043,0.05009365,-0.033065602,-0.05227174,-0.21945035,-0.34131142,0.06259848,0.2506797,0.18922961,0.030379593,0.029373892,0.15891083,-0.4087085,-0.0887511,-0.26098844,-0.12149007,130
0.29237998,-0.1885532,-0.35920355,-0.10861599,-0.42699954,-0.13165842,-0.377981,-0.23537499,0.4332336,-0.099421136,-0.043510318,-0.024895351,0.32160008,0.06800659,-0.47314522,0.46496007,0.15081853,0.33286598,-0.0704471,-0.39703545,0.13031954,-0.17546932,-0.09407469,-0.16106354,-0.3497929,-0.32010302,0.2722263,0.27144477,0.15055129,-0.1812931,0.41543806,0.13938606,1495
-0.6877017,-0.22838295,0.41002846,0.7643641,0.48213407,-0.54063004,0.41701692,0.61468166,-0.38997614,-0.78329724,-0.58768594,0.28438586,-0.10468418,0.15470752,0.23396258,-0.22145197,-0.042907733,-0.6561874,0.37614858,0.39999795,0.77045053,0.35734642,0.14713351,-0.644355,0.17217639,0.43782544,-0.535456,-0.29927734,0.11891504,-0.35798508,-0.53902197,-0.37161517,66
0.6704877,-0.055009253,0.53942704,-0.82726127,0.32759577,0.7039728,0.5811728,0.42958036,0.3439755,1.0480663,-0.48118705,0.54612875,-0.5332221,-0.6505887,0.24717738,-0.6308269,0.21855967,-0.37727228,0.6943034,0.64165473,-0.82763183,0.7075139,0.44582498,0.6955844,0.49277338,0.25051355,-0.391623,0.7293446,-0.06556221,-0.051352605,-0.30133986,-0.6384997,331
-0.8380826,0.05141676,0.25775704,0.74233365,0.62958986,-0.23576124,0.4279703,0.38344842,-0.6156081,-0.9170398,-0.39571148,0.13908191,-0.0631187,0.04641588,0.42160326,-0.020737346,-0.18378593,-0.5613856,0.21171111,0.27091208,1.0722344,0.33789763,0.120900854,-0.37461805,0.2078173,0.24285474,-0.42229158,-0.25967985,0.14345314,-0.2975136,-0.44233507,-0.28419,378
-0.331611,-0.42273846,0.18923849,0.6469401,0.51111394,-0.49952635,0.12255663,0.40224242,0.3242673,-0.23680726,-0.3719047,-0.08303209,-0.3461162,-0.30232418,0.33614057,-0.18607646,-0.55189157,-0.43906906,-0.072579086,0.24721985,-0.25150746,-0.026382543,0.2722861,0.03480323,0.2999205,0.2625013,-0.26639703,-0.16935253,-0.56367576,-0.515664,-0.50840366,-0.19699416,107
-0.09211521,-0.5770364,-0.13155273,0.8482395,0.49903622,-0.76135606,0.4674746,0.2532392,0.18496366,-0.11750818,-0.1567553,0.45567408,-0.14476538,-0.20620833,0.6919537,-0.26373872,0.101141185,-0.3031196,0.37332886,0.2423878,-0.68441004,0.5091894,0.3365072,-0.23081344,0.69311917,0.22065717,-0.42798737,0.3474199,-0.22358623,-0.67805386,-0.3992676,-0.064241335,252
-0.07643161,-0.29665318,0.52954966,0.5887691,0.61068475,-0.22068551,0.41416514,0.445446,0.14361358,-1.1776314,-0.544434,0.37113678,-0.6037001,-0.53150964,0.58465135,-0.29115513,-0.90868074,-0.66060376,0.25069955,0.3053965,1.6216775,0.44750807,0.49736798,0.5095789,0.1277102,0.46942395,-0.40355682,0.26744252,-0.30470312,-0.47232568,-0.5114062,-0.5698738,191
-0.14144474,-0.5528966,0.5005133,0.6251551,0.57443535,-0.46763894,0.57406497,0.22163588,-0.10721799,-0.9052336,-0.5127596,0.4314463,-0.4742187,-0.51441365,0.35061955,-0.17386563,-0.60094047,-0.7003249,0.56574047,0.31962013,1.1895728,0.46567726,0.5567177,0.14857982,0.04721596,0.38243216,-0.64258766,0.48548764,-0.37579626,-0.69987434,-0.3801279,-0.15832743,8
0.06899312,-0.42691064,0.20043954,1.2746352,0.63383293,-1.0814072,0.71772724,0.51992774,0.44577304,-0.36294645,-0.3256465,0.36064625,-0.27082965,-0.13402095,0.8869412,-0.62456167,-0.08620419,-0.34805632,0.41878033,0.4737313,-0.9798229,0.3345018,0.30767602,-0.22538483,0.8365737,0.27015695,-0.4314369,0.3043635,-0.5225855,-0.65366614,-0.68441194,-0.24156487,282
-0.06661481,-0.25923383,0.13757856,1.6442497,0.74745715,-1.2576019,0.8127965,0.539338,0.6478455,-0.566125,-0.26321453,0.6921066,0.082543015,-0.16977498,0.84062916,-0.4361129,0.17438015,-0.35840833,0.78678644,0.5684482,-0.875725,0.83093655,0.26659632,-0.36122572,1.1829717,0.26241532,-0.6795198,0.6953383,-0.2703064,-0.89461154,-0.71948147,-0.3441401,121
1.3320917,-0.028559908,0.721023,0.9367924,0.3987456,-0.98049456,0.5844108,0.54313135,1.345942,-0.68012893,-0.5183463,0.44372118,-0.34825927,-0.51434994,0.19426224,-0.48264927,-0.4880381,0.11958189,0.7702006,0.66949254,-0.045833513,0.7533945,0.6031817,0.7063237,0.9821956,0.33225048,-0.3812695,1.0517682,-0.8118625,-0.4633149,-0.5202231,-0.6481775,7
-0.23070082,0.09734808,-0.20942652,0.3734811,-0.10928704,-0.38618928,0.07772523,0.00091437995,0.13199687,-0.40266928,-0.22409931,0.23120537,0.45358494,0.3549652,-0.34707037,0.38982874,0.454565,0.14458904,0.19693917,0.10240329,0.4092149,0.28515232,-0.115223244,-0.6715877,-0.031135276,-0.13592514,-0.14851092,0.10350513,0.37859347,-0.28152117,0.15081793,0.07577558,395
0.95390165,-0.4369787,0.3172376,0.7113507,0.14793658,-0.9240196,0.3557126,0.46408248,1.0264274,-0.124289095,-0.46717942,0.16870329,-0.40787262,-0.30480286,0.41336972,-0.34794116,-0.80169094,-0.051828295,0.37497047,0.24572213,-0.91073984,0.106618494,0.5600573,0.68195873,0.64373356,0.45714822,-0.15574564,0.660475,-0.80957913,-0.26880893,-0.43538755,-0.39451888,293
-0.047238216,-0.22325638,0.49656987,0.96696836,0.6464638,-0.7117705,0.60429347,0.5521405,0.169013,-1.245209,-0.59019494,0.6062254,-0.3236962,-0.17716974,0.5720728,-0.3964634,-0.31224972,-0.4708873,0.6310923,0.4857695,1.3603549,0.6380546,0.43193153,-0.082074724,0.28544143,0.47697616,-0.53826964,0.4230861,-0.09223047,-0.40432635,-0.5806557,-0.57686174,204
0.044734646,-0.67273474,0.4849817,-0.6413869,0.3866366,0.32347554,0.35399535,0.3085106,-0.019625105,0.8044271,-0.38217926,0.76716775,-0.46885723,-0.52444476,0.25293997,-0.44023675,0.5246643,-0.83103096,0.7732534,0.64129627,-0.6369952,0.6793006,0.46145573,0.41776124,0.5532362,0.78975695,-0.90486735,0.60828286,0.20964015,-0.48177955,-0.06621652,-0.49374205,259
-0.02149468,0.03734102,-0.0054416433,0.8357727,0.53906536,-0.55047846,0.41341192,0.18137792,0.44746178,0.31571323,-0.04070004,0.2725033,0.039767243,-0.08366651,0.3817616,-0.46935764,0.26055765,0.2653151,-0.020714447,0.4403928,-1.4423305,0.344244,-0.14100143,-0.25991464,0.75516933,-0.06904899,-0.24607226,0.2305158,-0.1147674,-0.571545,-0.54015225,-0.1297744,717
-0.10730977,-0.5168507,0.31901854,0.10692273,0.49459687,0.21331787,-0.016061403,0.19712007,-0.0153622925,-0.68958503,-0.5009723,0.17419511,-0.772961,-0.54662347,0.4146419,0.0012453198,-1.1045246,-0.7210395,-0.3295776,0.018525593,1.1756572,-0.2041233,0.31642115,0.72979665,-0.27672696,0.24839371,-0.045649,-0.097947806,-0.51679385,-0.28143734,-0.124462135,-0.38595968,170
1.1203018,-0.17993441,0.9378607,-0.830778,0.50407106,0.31095496,0.4093926,0.84764993,0.6983619,0.84526414,-0.68812114,0.65542567,-0.74361575,-0.52652764,0.10810481,-0.58994466,-0.6386639,-0.5408347,0.68179494,0.48942006,-0.4416673,0.46022362,0.7896142,0.96564543,-0.13179617,0.60530055,-0.26861596,0.64994204,-0.26896605,-0.07704458,-0.435141,-0.9746033,340
0.9871502,-0.5135128,0.8071414,1.0308638,0.9729998,-1.0196685,0.552074,0.7426889,1.0751413,-0.64171684,-0.7607939,0.29906166,-0.9041822,-0.8713726,0.6976919,-0.5572232,-1.4087682,-0.3734836,0.3193339,0.5526961,-0.22550048,0.35833383,0.6301997,1.1733204,0.9448626,0.5610819,-0.38730198,0.65590954,-1.4690287,-0.50507385,-1.0550116,-0.8907834,100
0.61177385,-0.11884688,0.67270184,-0.3127857,-0.0049195737,0.37491646,0.6709311,0.6329833,0.23127893,0.8859979,-0.38855717,0.33326316,-0.11623652,-0.14187682,0.16805929,-0.68447995,1.2927505,-0.38992506,0.79174966,0.9350561,-0.89880717,0.45851046,0.4180711,0.017241795,0.61181265,0.5534413,-0.6245688,0.32277617,0.062374804,-0.36751276,-0.15459917,-0.46091753,682
0.31282422,-0.35226527,0.09814514,0.0896337,0.252383,0.02979788,0.099714994,0.30030775,0.2789922,-0.47575733,-0.26609546,-0.019786924,-0.4879543,-0.27099106,0.085031465,0.36516064,-0.8504378,-0.1193434,-0.27099484,-0.07137416,0.8223959,-0.04066378,0.18702275,0.62087274,-0.03379789,-0.17295,0.1685979,0.13469452,-0.3419078,0.21574515,-0.3072086,-0.01162545,664
-0.14642207,0.17499417,0.33553973,0.51981187,0.26035666,-0.09761774,0.194624,0.06607634,-0.13692883,-0.9931973,-0.08960931,0.25611627,-0.44285494,-0.29520756,0.14262119,-0.05321469,-0.6278162,-0.21505144,0.0510592,0.09075903,1.3025726,0.50236773,0.19678506,0.28323367,0.08677232,0.1260772,-0.17877159,0.24492127,-0.15563,-0.020582218,-0.3376909,-0.4644861,430
0.31823653,-0.2198706,0.027089268,0.8279606,0.41329616,-0.5160744,0.49748045,-0.061023027,0.31860054,-1.1331004,-0.16546328,0.5540981,-0.08126237,-0.35750943,-0.020546712,-0.16459662,0.048295937,-0.16834715,0.66885257,0.48326737,1.3107337,1.0777149,0.3282161,0.17890209,0.580256,0.15662113,-0.44822907,0.6632266,0.26672828,-0.58461547,-0.16367216,-0.46880582,228
-0.23852697,-0.15394321,-0.011295795,0.13967997,0.16547173,-0.26294953,-0.050763354,0.26154372,0.16561145,-0.34504,-0.6117611,0.08968234,0.20049077,0.058670085,-0.14305156,-0.02087568,-0.029051276,-0.25306243,0.10943948,0.3198618,0.40122578,-0.07760142,0.28232,-0.4726991,-0.22807354,0.11326262,0.091739625,-0.35431427,0.078373,-0.24371108,0.08261038,-0.11471298,738
